"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","ROTATION","SHAPE","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"DYKSV","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","2","4","5","n/a","no",12.5490166666667,"1","chrome","1368","793","0","TRI",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,9.77735,45.1262307692308,7.441,226.721,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",40.465,0,-1,"Orthogonal",226.721,0,"Orthogonal",40.439,0,"Orthogonal",32.627,0,-5,6.0445,0,-8,3.73285
"DZPDP","11111331","ORTH-90","SGC4C","summer22","asynch","Male",31,"English",NA,"United States","I tried my best on each question","4","3","2","","",20.3913833333333,"5.5","chrome","1600","789","90","ORTH",-0.586179506767742,9.12083333333333,0.859243697478992,0,0,0,0,-10,0,11.79685,54.447,8.94,181.86,0,9,1,0,3,1,3,0,0,-1,"Orthogonal",10.481,0,-1,"Orthogonal",17.006,0,"Orthogonal",104.109,0,"Orthogonal",37.372,0,-3,1.80565,0,-7,9.9912
"E1S0T","11111331","ORTH-90","SGC4C","summer22","asynch","Female",40,"English",NA,"United States","I tried my best on each question","5","2","3","I don't think I understood the graph for the first group of questions, but then I think I understood it towards the end.","No",19.3671,"1","chrome","1500","889","90","ORTH",7.48855311355311,2.57615815556992,3.50686813186813,0,0,8,8,5,0.615384615384615,11.0067,50.8001538461538,10.945,179.706,8,3,1,0,1,1,1,0,0,-1,"Orthogonal",55.751,1,1,"Triangular",179.706,0,"Orthogonal",24.991,1,"Triangular",21.362,1,-1,6.94208333333333,7,6,4.06461666666667
"E2TEF","113","TRI-0","SGC4D","winter22","asynch","Female",19,"Spanish","Second","United States","I tried my best on most questions","4","4","3","","",28.7414,"2","chrome","1664","967","0","TRI",-0.643978080742787,4.72549827623357,2.85764113337643,0,0,1,1,-5,0.0769230769230769,14.8953,68.7475384615385,18.703,180.546,1,6,3,0,3,3,3,0,0,-1,"Orthogonal",75.7,0,0.5,"Tversky",87.153,0,"Orthogonal",46.668,1,"Triangular",61.882,0,-1.5,4.64646666666667,1,-3.5,10.2488333333333
"E6KMK","111","ORTH-0","SGC3A","fall21","asynch","Female",25,"Spanish","Fifth","Mexico","NULL","NULL","NULL","NULL","NULL","NULL",25.9779666666667,"NULL","NULL","NULL","NULL","0","ORTH",-0.760421931010166,8.51698717948718,0.0323206205559147,0,0,0,0,-9,0,16.1721333333333,74.6406153846154,13.342,166.658,0,9,2,0,2,2,2,0,0,-1,"Orthogonal",24.356,0,0.5,"Tversky",104.877,0,"Orthogonal",17.27,0,"Orthogonal",166.658,0,-1.5,4.292,0,-7.5,11.8801333333333
"EA6YH","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.35875,"NULL","NULL","NULL","NULL","0","ORTH",-1.18493173493173,6.98365384615385,-0.242189183365654,0,0,0,0,-9,0,9.57145,44.1759230769231,9.837,103.325,0,8,1,0,4,1,3,1,0,-1,"Orthogonal",19.506,0,0.5,"Tversky",54.768,0,"Orthogonal",52.411,0,"Orthogonal",99,0,-3,2.9237,0,-6,6.64775
"EJOHQ","113","TRI-0","SGC4D","winter22","asynch","Male",21,"English","Fourth","US","I tried my best on each question","4","3","5","","",10.7957666666667,"1","chrome","1422","800","0","TRI",0.421396250808016,5.89699148890325,-0.461269123033829,0,0,1,1,-7,0.0769230769230769,6.5538,30.2483076923077,5.517,100.465,1,6,1,0,5,1,5,0,0,-1,"Orthogonal",19.334,1,1,"Triangular",13.83,0,"Orthogonal",19.804,0,"Orthogonal",100.465,1,-1,1.59128333333333,0,-6,4.96251666666667
"EK80Y","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","3","3","5","","n/a",23.4908,"1","chrome","1440","721","0","TRI",-0.528008511096746,10.1333333333333,-0.449898141074612,0,0,0,0,-11.5,0,19.2535333333333,88.8624615384615,16.26,314.273,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",103.664,0,0,"blank",314.273,0,"Orthogonal",57.613,0,"Orthogonal",92.362,0,-3.5,11.829,0,-8,7.42453333333333
"EMDA3","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","4","3","3","","",12.8286666666667,"1","chrome","1440","789","0","TRI",6.49807692307692,2.12139625080802,5.19688644688645,0,0,7,7,3.5,0.538461538461538,6.7358,31.0883076923077,7.137,90.937,7,3,1,0,2,1,2,0,0,-1,"Orthogonal",18.08,0,-0.5,"?",20.073,0,"Orthogonal",33.608,1,"Triangular",36.367,1,-1,1.69165,6,4.5,5.04415
"ES161","11311331","TRI-90","SGC4C","summer22","asynch","Male",37,"English",NA,"USA","I tried my best on each question","5","1","1","The last column would not let me check any of the boxes. The hitbox that highlighted the box was directly left of the square. Hovering over the square did not highlight it. And it could not be selected or clicked to mark.","no",14.2585833333333,"2","chrome","1920","937","90","TRI",-1.01475093533917,2.21365815556992,-0.146250808015514,0,0,0,0,-6.5,0,9.5693,44.166,9.132,110.331,0,3,1,0,9,1,8,1,0,-1,"Orthogonal",19.988,0,-0.5,"?",29.29,0,"?",110.331,0,"?",53.752,0,-1.5,2.97326666666667,0,-5,6.59603333333333
"ESA7E","11111221","ORTH-45","SGC4C","summer22","asynch","Male",23,"English",NA,"United States","I tried my best on each question","2","5","5","It got easier as I understood the graph more. Since it was angled to the right, it made it harder to read than if it was vertical","none",7.73995,"1","chrome","1440","692","45","ORTH",13,-0.617431588019823,8.02380952380952,0,0,12,13,13,1,4.16243333333333,19.2112307692308,5.576,48.568,13,0,0,0,0,0,0,0,1,1,"Triangular",14.168,1,1,"Triangular",21.215,1,"Triangular",19.951,1,"Triangular",23.113,5,5,1.43938333333333,8,8,2.72305
"ESQH8","11111221","ORTH-45","SGC4C","summer22","asynch","Male",31,"English",NA,"United States","I tried my best on each question","5","4","2","The graph was very annoying to look at, but I'm sure that is by design. My eyes were starting to hurt from trying to focus on the crooked graph for so long, but I tried my very best on each question.","No.",24.0175833333333,"1","chrome","1891","985","45","ORTH",0.169065248477013,11.9230769230769,0.556130144365439,0,0,1,1,-11,0.0769230769230769,18.8222666666667,86.872,15.022,178.886,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",178.886,0,-1,"Orthogonal",167.224,0,"Orthogonal",44.132,0,"Orthogonal",156.876,1,-3,9.36263333333333,0,-8,9.45963333333333
"ETFTW","113","TRI-0","SGC4D","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","4","2","1","","",16.7339666666667,"1","chrome","1438","697","0","TRI",0.606082397994163,8.65105311355311,0.790306507218272,0,0,1,2,-7.5,0.153846153846154,11.1701833333333,51.5546923076923,3.095,148.342,2,9,0,0,2,0,1,1,0,-1,"Orthogonal",15.966,0,-0.5,"?",148.342,0,"Orthogonal",42.832,1,"Triangular",3.095,0,-4.5,5.37076666666667,2,-3,5.79941666666667
"ETQH4","11311331","TRI-90","SGC4C","summer22","asynch","Male",36,"English",NA,"United States","I tried my best on each question","2","5","5","","No",9.60173333333333,"2","chrome","1355","927","90","TRI",-0.455927405927406,10.4230769230769,-0.587427278603749,0,0,0,0,-11.5,0,7.66075,35.3573076923077,6.225,90.174,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",27.953,0,-0.5,"?",81.379,0,"Orthogonal",9.276,0,"Orthogonal",46.113,0,-4.5,2.98786666666667,0,-7,4.67288333333333
"EZ7J5","111","ORTH-0","SGC3A","fall21","asynch","Male",25,"English","Fifth","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.73481666666667,"NULL","NULL","NULL","NULL","0","ORTH",5.93081501831502,3.73092006033183,3.1782967032967,0,0,6,6,1.5,0.461538461538462,6.02593333333333,27.812,7.414,85.111,6,4,1,0,2,1,2,0,0,-1,"Orthogonal",11.937,1,1,"Triangular",26.226,0,"Orthogonal",28.22,0,"?",85.111,1,-1,1.23538333333333,5,2.5,4.79055
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch","Male",38,"English",NA,"United States","I tried my best on each question","2","4","3","Perhaps some kind of marker for places between whole hours would be helpful.","No.",9.58695,"1","chrome","1567","963","45","TRI",11.9285714285714,-0.540508511096746,8.08974358974359,0,0,12,12,12.5,0.923076923076923,6.12175,28.2542307692308,6.068,103.233,12,0,1,0,0,1,0,0,1,1,"Triangular",14.51,1,1,"Triangular",52.606,1,"Triangular",33.935,1,"Triangular",103.233,4,4.5,2.13515,8,8,3.9866
"F1E89","113112","TRI-45","SGC4C","summer22","asynch","Male",25,"English",NA,"United States","I tried my best on each question","2","5","5","That was a really cool visual representation of shifts. I enjoyed learning the system","No",6.84158333333333,"1","chrome","1127","764","45","TRI",12.8397435897436,-0.78409825468649,8.52380952380952,0,0,10,11,12,0.846153846153846,4.27065,19.7106923076923,4.426,52.412,11,0,2,0,0,2,0,0,0,0.5,"Tversky",17.366,1,1,"Triangular",23.521,1,"Triangular",27.166,1,"Triangular",23.522,3,4,2.00108333333333,8,8,2.26956666666667
"F24DY","111112","ORTH-45","SGC4C","summer22","asynch","Male",32,"English",NA,"USA","I tried my best on each question","4","1","5","","",15.0908,"1","chrome","1280","743","45","ORTH",5.25443404634581,1.02615815556992,5.13602941176471,0,0,5,5,3.5,0.384615384615385,10.95565,50.5645384615385,12.744,95.235,5,1,2,0,5,3,4,0,1,1,"Triangular",24.718,0,0.5,"Tversky",77.412,0,"Orthogonal",50.805,0,"?",67.518,3,4,3.59956666666667,2,-0.5,7.35608333333333
"F4XPD","111","ORTH-0","SGC3A","fall21","asynch","Male",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.4601,"NULL","NULL","NULL","NULL","0","ORTH",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,6.7033,30.9383076923077,8.382,77.545,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",22.785,0,-0.5,"?",36.383,0,"Orthogonal",20.3,0,"Orthogonal",51.818,0,-4.5,2.64626666666667,0,-8,4.05703333333333
"F62ZV","11111331","ORTH-90","SGC4C","summer22","asynch","Other-Not Listed",38,"English",NA,"US","I tried my best on each question","5","2","3","","",5.10408333333333,"1","chrome","3440","1289","90","ORTH",-1.13266537384184,3.15900129282482,2.05683042447748,0,0,0,0,-6,0,3.19588333333333,14.7502307692308,2.84,31.159,0,5,3,0,5,3,5,0,0,-1,"Orthogonal",7.493,0,-0.5,"?",31.159,0,"Orthogonal",18.945,0,"Orthogonal",4.767,0,-2.5,1.49525,0,-3.5,1.70063333333333
"F86ZM","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"Mandarin or Cantonese","Second","China","NULL","NULL","NULL","NULL","NULL","NULL",12.3259333333333,"NULL","NULL","NULL","NULL","0","ORTH",-0.530089763177998,6.42307692307692,-0.170760611937083,0,0,0,0,-9,0,9.06973333333333,41.8603076923077,7.42,123.912,0,7,1,0,5,1,5,0,0,-0.5,"?",123.912,0,0.5,"Tversky",58.11,0,"Orthogonal",15.55,0,"?",61.328,0,-1.5,5.94053333333333,0,-7.5,3.1292
"FBHRA","11111221","ORTH-45","SGC4C","summer22","asynch","Other-Not Listed",20,"English",NA,"United States","I tried my best on each question","2","4","5","","No",9.22125,"3","chrome","1418","798","45","ORTH",13,-0.540508511096746,8.08974358974359,0,0,12,13,13,1,5.79846666666667,26.7621538461538,5.9,65.663,13,0,0,0,0,0,0,0,1,1,"Triangular",16.67,1,1,"Triangular",37.252,1,"Triangular",44.775,1,"Triangular",40.831,5,5,1.93608333333333,8,8,3.86238333333333
"FCKFQ","11111221","ORTH-45","SGC4C","summer22","asynch","Male",41,"English",NA,"USA","I tried my best on most questions","4","4","2","","",21.34595,"3","chrome","1832","885","45","ORTH",10.040581232493,1.40781081663435,5.56365815556992,0,0,8,9,7.5,0.692307692307692,12.49725,57.6796153846154,15.789,146.399,9,1,1,0,2,1,2,0,1,1,"Triangular",30.076,1,1,"Triangular",138.222,1,"Triangular",28.83,1,"Triangular",62.786,4,3,4.93486666666667,5,4.5,7.56238333333333
"FDRWD","111","ORTH-0","SGC3A","fall21","asynch","Male",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.3750833333333,"NULL","NULL","NULL","NULL","0","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,9.48938333333333,43.7971538461538,4.091,119.319,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",25.574,0,-1,"Orthogonal",119.319,0,"Orthogonal",35.244,0,"Orthogonal",53.814,0,-5,4.60185,0,-8,4.88753333333333
"FEOH4","11111331","ORTH-90","SGC4C","summer22","asynch","Male",24,"English",NA,"United States of America","I tried my best on each question","4","4","1","I'm not sure; I feel like some of the data points weren't as clear maybe, since I don't think they started on-the-hour (11:30 for example).","No.",15.4294833333333,"1","chrome","1536","714","90","ORTH",-0.552088597676833,9.67948717948718,-0.739212992889464,0,0,0,0,-12,0,10.2354,47.2403076923077,7.566,100.826,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",11.546,0,-0.5,"?",97.604,0,"Orthogonal",22.473,0,"Orthogonal",100.826,0,-4,4.2146,0,-8,6.0208
"FO7NT","11311331","TRI-90","SGC4C","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on each question","5","2","5","I didn't understand the start/end thing at first, but got it over time","",11.9552833333333,"1","chrome","2560","1321","90","TRI",5.93141025641026,-0.985119047619048,7.08333333333333,0,0,4,5,6,0.384615384615385,7.90165,36.4691538461538,7.918,107.614,5,0,4,0,4,4,2,2,0,0.5,"Tversky",22.056,0,0,"blank",66.428,0,"Tversky",34.234,1,"Triangular",60.713,1,1.5,2.47386666666667,4,4.5,5.42778333333333
"FU00K","11111331","ORTH-90","SGC4C","summer22","asynch","Male",56,"English",NA,"United States","I tried my best on each question","3","2","3","I have never seen a time chart like that one","none",13.0468166666667,"1","chrome","1366","768","90","ORTH",-1.00717517776341,3.33508672699849,-0.312917474682181,0,0,0,0,-7.5,0,6.24181666666667,28.8083846153846,5.493,59.073,0,4,1,0,8,1,8,0,0,-1,"Orthogonal",44.835,0,-0.5,"?",13.539,0,"Orthogonal",22.439,0,"?",16.536,0,-2,2.4637,0,-5.5,3.77811666666667
"FU6VN","11111331","ORTH-90","SGC4C","summer22","asynch","Male",24,"English",NA,"USA","I tried my best on each question","4","3","1","","",6.74635,"1","chrome","2560","1371","90","ORTH",0.438062917474682,10.7802197802198,-0.794602456367162,0,0,1,1,-10.5,0.0769230769230769,4.91341666666667,22.6773076923077,4.147,57.187,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",12.36,1,1,"Triangular",57.187,0,"Orthogonal",16.065,0,"Orthogonal",26.108,1,-3,2.40968333333333,0,-7.5,2.50373333333333
"GB267","11311331","TRI-90","SGC4C","summer22","asynch","Male",49,"English",NA,"United States","I tried my best on each question","3","4","5","If you could add an option where none of the answers are correct that would have made it more difficult. Also, thank you for the doggie at the end - made me burst out laughing.","No",17.6826666666667,"1","chrome","1440","763","90","TRI",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,7.16005,33.0463846153846,9.444,96.218,13,0,0,0,0,0,0,0,1,1,"Triangular",46.967,1,1,"Triangular",96.218,1,"Triangular",36.158,1,"Triangular",61.326,5,5,3.23503333333333,8,8,3.92501666666667
"GB4TH","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",7.30663333333333,"NULL","NULL","NULL","NULL","0","ORTH",4.36831501831502,3.81365815556992,2.74496336996337,0,0,5,5,0,0.384615384615385,5.01026666666667,23.1243076923077,3.427,52.41,5,4,1,0,3,1,3,0,0,-1,"Orthogonal",13.189,1,1,"Triangular",52.41,1,"Triangular",15.031,1,"Triangular",20.103,1,-1,2.63121666666667,4,1,2.37905
"GC47R","113112","TRI-45","SGC4C","summer22","asynch","Female",22,"English",NA,"United States","I tried my best on most questions","4","2","2","","no",18.1592,"3","chrome","1242","698","45","TRI",0.563062917474682,4.30900129282482,1.35924369747899,0,0,0,1,-6,0.0769230769230769,12.49965,57.6906923076923,14.778,122.802,1,6,2,0,4,2,4,0,0,-0.5,"?",36.332,0,-0.5,"?",93.158,0,"Orthogonal",16.128,0,"Orthogonal",75.715,0,-2.5,3.77193333333333,1,-3.5,8.72771666666667
"GC8AN","11311331","TRI-90","SGC4C","summer22","asynch","Male",38,"English",NA,"The United States of America","I tried my best on each question","5","1","5","That this was the most difficult survey I've ever done, and I have no idea why anyone would set a schedule up that way.","No",6.12403333333333,"3","chrome","1746","847","90","TRI",0.389415731327496,0.872724089635854,4.02293417366947,0,0,1,2,-0.5,0.153846153846154,3.19775,14.7588461538462,5.775,33.401,2,2,4,0,5,4,5,0,0,0.5,"Tversky",24.679,0,-1,"Orthogonal",14.265,0,"Tversky",10.249,0,"?",11.451,0,-0.5,1.46663333333333,2,0,1.73111666666667
"GD2OK","111112","ORTH-45","SGC4C","summer22","asynch","Female",25,"English",NA,"United States of America","I tried my best on each question","2","4","4","","No",14.75555,"2","chrome","1920","969","45","ORTH",0.0477490646608294,12.4333333333333,0.238062917474682,0,0,0,0,-12.5,0,11.4836,53.0012307692308,7.759,258,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",35.303,0,-1,"Orthogonal",258,0,"Orthogonal",16.189,0,"?",64.232,0,-5,6.8128,0,-7.5,4.6708
"GDHNU","11311221","TRI-45","SGC4C","summer22","asynch","Female",67,"English",NA,"USA","I tried my best on most questions","4","3","5","Definitely made me think","None",13.9307,"2.5","chrome","1914","883","45","TRI",5.4234243697479,0.459491488903254,7.32352941176471,0,0,6,6,5,0.461538461538462,8.7463,40.3675384615385,12.557,103.653,6,1,3,0,3,3,3,0,1,1,"Triangular",24.861,0,-0.5,"?",47.174,1,"Triangular",33.522,0,"Tversky",65.162,3,3,2.55956666666667,3,2,6.18673333333333
"GE074","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question","1","5","5","there was one question where i miss-clicked!","no",7.11766666666667,"1","chrome","1293","720","0","TRI",12.5,-0.47384184443008,7.58974358974359,0,0,12,12,12.5,0.923076923076923,3.86813333333333,17.8529230769231,6.117,54.636,12,0,1,0,0,1,0,0,1,1,"Triangular",36.825,1,1,"Triangular",17.307,0,"Tversky",29.006,1,"Triangular",15.589,5,5,1.42671666666667,7,7.5,2.44141666666667
"GE5M4","11311331","TRI-90","SGC4C","summer22","asynch","Female",22,"English",NA,"USA","I tried my best on each question","2","4","4","n/a","none",7.55303333333333,"1","chrome","1259","721","90","TRI",13,-0.617431588019823,8.02380952380952,0,0,12,13,13,1,4.69416666666667,21.6653846153846,5.546,65.11,13,0,0,0,0,0,0,0,1,1,"Triangular",20.461,1,1,"Triangular",65.11,1,"Triangular",29.558,1,"Triangular",15.207,5,5,2.2627,8,8,2.43146666666667
"GM56D","11111221","ORTH-45","SGC4C","summer22","asynch","Other-Not Listed",33,"English",NA,"United States","I tried my best on each question","4","4","5","Make it easier to read by making the graph straight on the page. It was sideways and hard on my neck","no",10.8638,"1","chrome","2257","1367","45","ORTH",2.03855311355311,4.75889625080802,1.38186813186813,0,0,3,3,-4,0.230769230769231,5.73245,26.4574615384615,8.919,57.177,3,6,1,0,3,1,3,0,0,-1,"Orthogonal",15.633,1,1,"Triangular",22.205,0,"Orthogonal",24.555,1,"Triangular",16.111,1,-1,1.85205,2,-3,3.8804
"GNSP3","11111331","ORTH-90","SGC4C","summer22","asynch","Female",30,"English",NA,"United States","I tried my best on each question","5","2","1","","No",12.9790166666667,"3","chrome","1366","695","90","ORTH",-0.523679506767742,9.17307692307692,-0.658855850032321,0,0,0,0,-11.5,0,9.1554,42.2556923076923,8.773,81.69,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",37.876,0,-0.5,"?",45.989,0,"Orthogonal",34.767,0,"Orthogonal",55.439,0,-3.5,2.82916666666667,0,-8,6.32623333333333
"GV92N","111112","ORTH-45","SGC4C","summer22","asynch","Female",69,"English",NA,"usa","I tried my best on each question","4","3","3","I spent most of the time with my head tilted in order to get a clear line of sight on the data, almost resorted to using a straight edge to line up the intersections so could see where data aligned.  Would not find that particular chart useful.  ","none",20.2498,"1","chrome","1600","757","45","ORTH",-0.8437552643435,8.61698717948718,0.618630144365439,0,0,0,0,-9,0,13.6710166666667,63.097,10.695,150.924,0,9,2,0,2,2,2,0,0,-1,"Orthogonal",68.731,0,-0.5,"?",79.078,0,"Orthogonal",35.718,0,"Orthogonal",74.635,0,-2.5,4.37995,0,-6.5,9.29106666666667
